NO,Àü¿ë¸éÀû(§³),¿ù¼¼±Ý(¸¸¿ø),Ãþ_2019,Ãþ_2020,Ãþ_2021,Ãþ_2022,Ãþ_2023,°ÇÃà³âµµ,X,Y,ÃÖÁ¾ Áý°ª(¸¸¿ø)
9477.6,51.18,63.59,12.19,12.19,12.19,12.19,12.19,2007.37,127.11,37.56,31440.99
35090.88,28.28,38.78,7.53,7.53,7.53,7.53,7.53,2008.52,126.92,37.53,24456.02
10805.04,25.94,0.23,9.44,9.44,9.44,9.44,9.44,2005.93,126.96,37.51,21892.6
49042.68,48.45,15.99,12.94,12.94,12.94,12.94,12.94,2002.93,127.01,37.44,24177.32
32391.79,18.28,81.04,1.77,1.77,1.77,1.77,1.77,2011.15,127.1,37.52,14177.55
57476.21,16.66,17,7.76,7.76,7.76,7.76,7.76,2004.13,127.09,37.48,18042.18
15668.64,48.21,63.21,4.66,4.66,4.66,4.66,4.66,2013.57,127.13,37.59,24640.54
49337.9,0.59,75.03,10.71,10.71,10.71,10.71,10.71,2011.3,126.96,37.49,10389.14
39400.27,44.53,22.15,8.44,8.44,8.44,8.44,8.44,2009.53,127,37.52,21081.96
6214.47,34.51,44.15,6.51,6.51,6.51,6.51,6.51,2003.45,127.04,37.57,1293.29
47228.33,47.13,57.85,5.44,5.44,5.44,5.44,5.44,1997.36,126.96,37.5,4605.41
21945.19,69.19,8.13,3.41,3.41,3.41,3.41,3.41,2011.05,127.07,37.59,11010.99
52102.11,20.79,28.97,12.24,12.24,12.24,12.24,12.24,2000.47,127.26,37.56,12662.54
28669.67,9.34,17.42,0.59,0.59,0.59,0.59,0.59,2013.53,126.96,37.43,27803.19
38664.28,34.49,29.34,12.36,12.36,12.36,12.36,12.36,2023.72,126.97,37.52,33279.95
23812.39,33.57,46.8,10.11,10.11,10.11,10.11,10.11,2016.11,126.98,37.5,17126.25
40349.72,51.82,51.83,3.19,3.19,3.19,3.19,3.19,2015.46,127.1,37.6,5541.19
63526.1,48.73,56.46,10.52,10.52,10.52,10.52,10.52,2015.35,126.91,37.59,19612.19
50966.58,32.98,11.34,0.23,0.23,0.23,0.23,0.23,2009.23,126.95,37.45,16461.36
614.44,45.54,62.52,6.44,6.44,6.44,6.44,6.44,2016.96,126.83,37.6,25963.27
35228.84,3.41,37.75,2.98,2.98,2.98,2.98,2.98,2002.37,126.93,37.56,25291.82
3938.38,35.08,83.48,4.81,4.81,4.81,4.81,4.81,2022.69,127,37.5,35259.76
76454.58,25.77,71.48,6.75,6.75,6.75,6.75,6.75,2031.55,127.02,37.58,18047.19
7552.09,3.75,7.03,3.46,3.46,3.46,3.46,3.46,2007.71,126.92,37.55,11900.88
47184.72,33.57,120.49,6.11,6.11,6.11,6.11,6.11,2003.27,126.97,37.52,24609.28
62719.13,68.29,33.49,8.98,8.98,8.98,8.98,8.98,2015.21,126.99,37.56,18207.67
15953.14,45.92,16.91,0.59,0.59,0.59,0.59,0.59,2009.76,126.86,37.53,13336.63
40804.18,45,95.72,8.66,8.66,8.66,8.66,8.66,2007.44,127.01,37.52,34487.63
34712.05,23.98,82.01,6.45,6.45,6.45,6.45,6.45,2007.96,126.83,37.5,15317.13
81190.91,21.91,34.48,4.69,4.69,4.69,4.69,4.69,2023.99,126.99,37.47,26806.32
1931.38,41.56,12.88,7.09,7.09,7.09,7.09,7.09,2014.41,126.94,37.54,27494.12
13185.24,27.32,15.24,7.7,7.7,7.7,7.7,7.7,2018.67,127.1,37.49,33268.31
37694.76,50.86,39.57,6.43,6.43,6.43,6.43,6.43,1996.8,126.96,37.52,6891.63
26936.23,48.51,71.57,12.87,12.87,12.87,12.87,12.87,2010.04,127.11,37.52,9857.44
44556.74,51.22,42.57,12.12,12.12,12.12,12.12,12.12,2013.72,127.08,37.56,38854.64
11866.02,64.52,7.68,3.54,3.54,3.54,3.54,3.54,2008.19,126.97,37.49,37497.74
101834.79,31.42,3.3,4.56,4.56,4.56,4.56,4.56,2006.12,127.03,37.51,31671.64
49144.55,19.5,119.63,1.94,1.94,1.94,1.94,1.94,2015.81,126.87,37.51,17194.49
58151.47,36.52,8,5.49,5.49,5.49,5.49,5.49,2015.93,126.8,37.53,15848.97
74785.42,34.36,25.86,9.99,9.99,9.99,9.99,9.99,2018.99,127.01,37.54,26146.9
56392.06,24.26,43.94,9.29,9.29,9.29,9.29,9.29,2011.02,126.87,37.55,28560.2
35604.51,9.38,42.7,11.79,11.79,11.79,11.79,11.79,2015.68,127.01,37.54,10976.71
71779.05,17.64,5.66,7.19,7.19,7.19,7.19,7.19,2009.11,126.89,37.58,5909.63
44130.54,16.14,52.03,0.06,0.06,0.06,0.06,0.06,2005.64,126.88,37.61,20573.5
11895.41,38.51,106.86,4.68,4.68,4.68,4.68,4.68,2026.39,126.97,37.51,18134.49
59810.36,35.88,4.27,4.29,4.29,4.29,4.29,4.29,2016.2,127.02,37.58,2661.41
54793.48,55.53,1.38,2.07,2.07,2.07,2.07,2.07,2021.75,126.94,37.5,27591.36
27760.1,31.62,28.35,0.72,0.72,0.72,0.72,0.72,2010.75,127.02,37.52,22083.25
15000.36,45.57,45.09,1.12,1.12,1.12,1.12,1.12,2013.59,127,37.54,27983.63
6092.93,2.98,44.17,4.95,4.95,4.95,4.95,4.95,2011.49,126.89,37.5,30992.01
51167.84,15.84,30.64,7.13,7.13,7.13,7.13,7.13,2020.44,127.02,37.58,20258.24
17365.53,25.12,2.42,6.62,6.62,6.62,6.62,6.62,2025.06,127.12,37.61,17286.26
32536.34,37.31,85.81,6.21,6.21,6.21,6.21,6.21,2012.99,126.83,37.47,23482.26
56188.66,52.72,8.79,4.72,4.72,4.72,4.72,4.72,2005.52,126.87,37.52,32595.46
14735.83,39.21,49.45,6.67,6.67,6.67,6.67,6.67,2005.52,127.03,37.52,46125.15
37116.47,19.55,65.05,3.43,3.43,3.43,3.43,3.43,2016.89,127.08,37.57,23320.43
55499.61,1.42,70.81,9.27,9.27,9.27,9.27,9.27,2010.76,127,37.52,11323.77
40068.58,16.54,76.69,7.37,7.37,7.37,7.37,7.37,2009.78,127.05,37.52,17841.86
54680.09,65.77,1.45,1.91,1.91,1.91,1.91,1.91,1999.45,127.09,37.5,16354.34
17808.86,24.99,18.26,9.61,9.61,9.61,9.61,9.61,2019.29,126.99,37.5,29984.21
27508.26,56.18,27.01,1.75,1.75,1.75,1.75,1.75,2024.5,126.82,37.45,30913.43
46095.22,51,81.67,16.81,16.81,16.81,16.81,16.81,2024.97,126.97,37.53,23743.12
11460.52,26.78,9.8,8.71,8.71,8.71,8.71,8.71,2006.31,127.02,37.55,6214.33
70217.61,44.97,36.06,4.35,4.35,4.35,4.35,4.35,2001.92,126.98,37.53,36052.09
44346.29,39.53,57.44,3.32,3.32,3.32,3.32,3.32,2016.31,126.93,37.51,23578.15
45647.74,12.22,63.22,9.62,9.62,9.62,9.62,9.62,2014.07,126.95,37.51,18584.84
57476,34.32,10.32,4.82,4.82,4.82,4.82,4.82,2024.85,126.94,37.51,18121.62
36784.22,13.82,24.71,10.39,10.39,10.39,10.39,10.39,2007.03,126.9,37.5,13407.78
31828.73,28.08,96.28,11.54,11.54,11.54,11.54,11.54,2010.95,127.12,37.62,36241.76
23953.79,30.27,82.51,5.48,5.48,5.48,5.48,5.48,1998.42,126.91,37.54,13363.46
1580.97,50.91,53.17,13.78,13.78,13.78,13.78,13.78,2008.6,126.99,37.52,11741.01
51814.94,5.33,12.32,8.6,8.6,8.6,8.6,8.6,2010.99,126.83,37.52,21519.23
34393.23,10.3,95.46,4.14,4.14,4.14,4.14,4.14,2016.77,127.01,37.52,27851.57
1578.21,24.15,12.09,8.28,8.28,8.28,8.28,8.28,2010.79,126.9,37.49,56478.84
89989.73,24.01,51.18,8.05,8.05,8.05,8.05,8.05,2023.63,126.99,37.51,27758.15
14121.33,9.57,6.33,1.92,1.92,1.92,1.92,1.92,2018.13,126.97,37.51,16406.05
65306.24,29.12,56.88,5.81,5.81,5.81,5.81,5.81,2000.38,127.07,37.53,14127.62
69250.9,46.37,2.31,5.07,5.07,5.07,5.07,5.07,2018.87,126.99,37.48,34233.73
39435.23,38.76,58.49,5.86,5.86,5.86,5.86,5.86,2026.83,126.84,37.54,14961.34
51426.88,22.7,80.66,2.75,2.75,2.75,2.75,2.75,2005.82,127.04,37.58,9143.12
17402.87,46.47,14.47,6.27,6.27,6.27,6.27,6.27,2005.63,127.03,37.54,38454.63
39885.22,29.28,5.9,13.86,13.86,13.86,13.86,13.86,2018.44,126.93,37.57,478.9
30781.97,35.21,13.34,4.75,4.75,4.75,4.75,4.75,1997.29,127.07,37.55,38871.47
9681.63,33.85,106.56,5.52,5.52,5.52,5.52,5.52,2008.76,127.13,37.53,43687.51
20652.75,17.53,113.67,7.11,7.11,7.11,7.11,7.11,2020.73,127.09,37.54,25389.77
3541.65,20.34,25.41,8.63,8.63,8.63,8.63,8.63,1999.23,126.91,37.54,5832.93
60120,41.79,37.92,7.67,7.67,7.67,7.67,7.67,2007.29,126.98,37.47,5445.81
52385.98,26.42,65.39,7.66,7.66,7.66,7.66,7.66,2004.88,126.87,37.5,11205.83
26272.39,10.94,53.56,9.37,9.37,9.37,9.37,9.37,2014.42,126.92,37.48,26240.9
62840.39,29.15,27.02,10.8,10.8,10.8,10.8,10.8,2012.31,126.93,37.53,21908.47
28819.92,54.07,20.96,6.2,6.2,6.2,6.2,6.2,2002.26,126.98,37.59,21147.58
39476.48,33.29,5.99,7.35,7.35,7.35,7.35,7.35,2013.28,127.08,37.55,31895.71
14051.98,17.72,62.64,1.28,1.28,1.28,1.28,1.28,2021.8,127.2,37.54,28503.08
27999.01,46.23,120.02,7.59,7.59,7.59,7.59,7.59,2024.44,127.07,37.54,47874.14
24946.57,14.47,106.69,11.07,11.07,11.07,11.07,11.07,2028.9,126.85,37.55,21718.51
38356.81,37.59,92.78,12.23,12.23,12.23,12.23,12.23,2004.69,127.01,37.55,14282.45
33865.03,39.35,98.98,6.33,6.33,6.33,6.33,6.33,2012.24,126.99,37.54,34141.71
56227.09,36.42,23.77,5.06,5.06,5.06,5.06,5.06,2013.52,126.89,37.52,14711.56
27382.34,26.01,102.04,17.04,17.04,17.04,17.04,17.04,2013.38,126.9,37.52,13975.98
35399.15,36.06,72.7,11.48,11.48,11.48,11.48,11.48,2015.05,127.15,37.62,30864.91
43091.05,39.09,90.8,0.78,0.78,0.78,0.78,0.78,2015.9,127.01,37.48,27734.22
57827.65,13.91,100.63,2.36,2.36,2.36,2.36,2.36,2013.5,127.07,37.48,16025.96
64435.28,58.25,136.28,1.78,1.78,1.78,1.78,1.78,2015.56,126.94,37.45,13271.26
85181.09,55.31,16.71,11.34,11.34,11.34,11.34,11.34,2004.59,126.88,37.56,42365.93
48660.16,53.87,72.71,10.08,10.08,10.08,10.08,10.08,2003.75,126.97,37.53,20554.65
21524.41,52.92,124.94,6.21,6.21,6.21,6.21,6.21,2009.92,126.98,37.51,44326.43
39215.43,20.22,59.37,3.54,3.54,3.54,3.54,3.54,1994.85,127.1,37.53,20695.29
37913.4,16.43,66.31,6.11,6.11,6.11,6.11,6.11,2016.89,127.11,37.52,24882.01
27436.79,52.94,6.86,11.84,11.84,11.84,11.84,11.84,2010.59,127.07,37.54,29341.97
73931.31,12.94,22.64,0.35,0.35,0.35,0.35,0.35,2018.92,126.89,37.52,30282.92
17387.56,41.49,57.17,10.7,10.7,10.7,10.7,10.7,1991.02,126.93,37.55,4943.49
51107.59,35.3,12.19,12.47,12.47,12.47,12.47,12.47,2016.57,127,37.49,21223.93
79885.09,4.47,63.4,1.87,1.87,1.87,1.87,1.87,2015.87,126.96,37.53,30468.68
35283.84,63.08,72.59,4.2,4.2,4.2,4.2,4.2,2011.14,126.88,37.48,31323.09
36944.07,16.68,2.31,4.09,4.09,4.09,4.09,4.09,2018.55,126.95,37.55,21345.56
33230.91,38.64,53.22,4.98,4.98,4.98,4.98,4.98,2019.01,127.06,37.58,26800.86
48846.78,48.9,1.32,13.43,13.43,13.43,13.43,13.43,2005.98,126.94,37.47,16591.63
21706.58,2.16,42.49,12.06,12.06,12.06,12.06,12.06,2029.15,127.12,37.53,43531.15
24990.55,33.52,99.7,13.48,13.48,13.48,13.48,13.48,1999.6,126.91,37.56,22817.86
32486.77,41.62,125.99,8.4,8.4,8.4,8.4,8.4,1994.32,127.11,37.56,20664.9
60430.64,65.55,21.16,2.14,2.14,2.14,2.14,2.14,2019.72,126.94,37.53,27591.51
34397.97,25.68,66.55,7.41,7.41,7.41,7.41,7.41,2015.43,126.93,37.64,39290.81
44598.69,17.3,37.27,7.25,7.25,7.25,7.25,7.25,2008.26,127.03,37.53,14853.75
14528.07,26.94,4.95,10.19,10.19,10.19,10.19,10.19,2014.84,127,37.56,14614.43
5708.38,1.94,25.77,7.51,7.51,7.51,7.51,7.51,2025.68,127.06,37.57,16397.28
81587.97,7.12,15.72,4.12,4.12,4.12,4.12,4.12,2010.78,126.99,37.61,10388.55
35704.21,37.22,30.1,15.99,15.99,15.99,15.99,15.99,2007.26,127.01,37.53,30507.91
22038.23,77.64,76.38,4.8,4.8,4.8,4.8,4.8,2002.55,127.12,37.53,18895.61
60720.65,51.6,4.84,2.95,2.95,2.95,2.95,2.95,2004.67,126.93,37.56,25328.35
8713.55,12.73,77.63,4.7,4.7,4.7,4.7,4.7,2007.73,126.89,37.49,22535.5
16410.12,60.08,77.4,1.38,1.38,1.38,1.38,1.38,1998.01,126.87,37.56,18221.82
3896.49,46.8,2.49,3.98,3.98,3.98,3.98,3.98,2007.12,127,37.49,25219.78
83878.67,18.46,46.55,5.01,5.01,5.01,5.01,5.01,2005.19,126.86,37.54,8401.04
30799.39,37.81,20.41,5.26,5.26,5.26,5.26,5.26,2000.78,126.94,37.66,7537.13
51116.33,76.49,54.8,4.4,4.4,4.4,4.4,4.4,1996.94,126.77,37.56,16102.12
27493.69,32.31,11.68,9.79,9.79,9.79,9.79,9.79,2008.05,126.95,37.55,19969.75
8152.73,45.6,23.53,12.54,12.54,12.54,12.54,12.54,2003.9,126.92,37.5,18739.49
54695.92,0.48,30.49,1.38,1.38,1.38,1.38,1.38,2008.83,126.92,37.58,7627.67
3070.94,20.84,67.77,4.67,4.67,4.67,4.67,4.67,2010.27,127.13,37.55,6375.18
74993.73,23.13,39.2,8.98,8.98,8.98,8.98,8.98,2013.22,127.03,37.46,23935.22
15990.12,6.31,42.42,3.34,3.34,3.34,3.34,3.34,2012.33,126.97,37.54,32332.08
39135.77,24.89,94.57,0.87,0.87,0.87,0.87,0.87,2009.12,126.88,37.43,25198.67
51215.49,42.04,69.4,1.15,1.15,1.15,1.15,1.15,2023.7,126.9,37.52,25088.53
37577.65,36.71,1.38,6.37,6.37,6.37,6.37,6.37,2004.98,127.08,37.53,332.16
32885.83,37.48,26.92,6.93,6.93,6.93,6.93,6.93,2017.72,126.85,37.62,15803.51
11856.98,62.02,9.69,9.15,9.15,9.15,9.15,9.15,2018.41,127.06,37.62,8292.29
28765.64,57.45,61.22,5.5,5.5,5.5,5.5,5.5,2012.42,127.02,37.5,30552.41
35659.73,32.51,77.29,6.15,6.15,6.15,6.15,6.15,2001.28,126.8,37.59,19282.61
5984.43,26.18,34.58,15.59,15.59,15.59,15.59,15.59,1995.98,127.02,37.49,30560.95
30017.73,31.83,78.44,7.64,7.64,7.64,7.64,7.64,2003.7,127,37.6,37153.87
50154.17,25.83,87.85,1.46,1.46,1.46,1.46,1.46,2004.71,126.9,37.58,17430.93
43018.15,23.15,80.2,11.02,11.02,11.02,11.02,11.02,1998.64,127.08,37.5,1622.57
51395.78,15.39,134.57,12.32,12.32,12.32,12.32,12.32,2006.06,127.12,37.61,36014.29
29322.14,48.8,60.7,9.57,9.57,9.57,9.57,9.57,1994.93,127.02,37.5,22619.32
44006.45,23.68,150.01,3.55,3.55,3.55,3.55,3.55,2008.07,126.94,37.47,30625.23
49515.37,22.02,4.27,7.79,7.79,7.79,7.79,7.79,2007.41,126.85,37.54,16131.79
48176.48,24.92,82.51,4.7,4.7,4.7,4.7,4.7,2022.9,126.96,37.56,9709.12
12620.53,21.14,34.73,1.53,1.53,1.53,1.53,1.53,1988.76,126.93,37.47,26132.1
11259.61,43.39,5.87,11.9,11.9,11.9,11.9,11.9,2028.07,126.94,37.48,11802.69
53423.62,39.62,30.77,7.07,7.07,7.07,7.07,7.07,2003.74,126.95,37.51,9277.17
28970.59,37.44,131.42,5.22,5.22,5.22,5.22,5.22,2010.47,127.02,37.49,741.18
8871.09,30,31.54,5.37,5.37,5.37,5.37,5.37,2013.63,127.03,37.53,15455.75
21166.21,73.14,38.3,6.05,6.05,6.05,6.05,6.05,2020.93,126.99,37.55,30530.18
28330.3,63.37,111.27,7.36,7.36,7.36,7.36,7.36,2025.68,126.94,37.55,10690.88
39001.6,43.47,38.88,3.52,3.52,3.52,3.52,3.52,2019.65,127.07,37.6,29120.66
67434.21,59.81,95.97,6.71,6.71,6.71,6.71,6.71,2014.84,126.92,37.58,23955.59
1101.84,52.8,10.43,6.09,6.09,6.09,6.09,6.09,2002.64,127.03,37.47,2101.01
81457.88,66.62,17.48,2.14,2.14,2.14,2.14,2.14,2010.21,126.93,37.59,24485.34
18078.52,10.09,17.5,4.61,4.61,4.61,4.61,4.61,2007.39,126.92,37.58,29994.08
3806.94,5.78,80.72,6.76,6.76,6.76,6.76,6.76,2007.79,127,37.54,14502.89
58633.78,31.78,72.15,6.78,6.78,6.78,6.78,6.78,2011.9,126.91,37.54,18142.79
60786.09,39.74,64.86,0.39,0.39,0.39,0.39,0.39,2016.27,126.93,37.49,5461.59
53038.03,30.7,73.48,4.97,4.97,4.97,4.97,4.97,2012.08,126.96,37.54,9875.69
35689.06,53.56,36.88,12.39,12.39,12.39,12.39,12.39,2008.05,126.9,37.56,14663.17
32519.48,6.39,23.51,12.11,12.11,12.11,12.11,12.11,2019.94,126.88,37.44,3746.22
6976.16,30.76,4.71,5.09,5.09,5.09,5.09,5.09,2017.11,127.11,37.48,17377.58
16375.09,44.46,9.77,9.77,9.77,9.77,9.77,9.77,2023.58,127,37.57,8920.56
29660.34,26.68,29.48,2.63,2.63,2.63,2.63,2.63,2007.72,127.08,37.61,31332.84
44042.9,30.64,62.3,1.78,1.78,1.78,1.78,1.78,2016.69,126.94,37.48,13423.52
23104.21,11.06,93.82,2.36,2.36,2.36,2.36,2.36,2024.11,126.9,37.56,29113.42
58701.15,48.77,3.26,1.89,1.89,1.89,1.89,1.89,1999.56,126.93,37.57,31058.89
20035.24,32.09,7.83,5.98,5.98,5.98,5.98,5.98,2017.28,126.99,37.61,21769.48
37258.13,42.38,77.98,0.12,0.12,0.12,0.12,0.12,2011.58,126.96,37.62,38775.14
22005.52,13.08,146.5,4.22,4.22,4.22,4.22,4.22,2002.19,127.03,37.52,13275.73
29485.06,78.04,102.64,4.49,4.49,4.49,4.49,4.49,2017.58,127.05,37.59,19541.28
16122.51,57.67,171.19,5.8,5.8,5.8,5.8,5.8,2007.92,127.16,37.52,28439.61
79754.61,23.7,2.45,11.96,11.96,11.96,11.96,11.96,2002.58,126.94,37.5,18493.11
30593.94,10.67,0.56,14.26,14.26,14.26,14.26,14.26,2004.6,126.98,37.52,31006.13
36960.54,43.55,88.19,6.49,6.49,6.49,6.49,6.49,2023.64,126.99,37.6,23472.08
42168.51,30,71.78,8.81,8.81,8.81,8.81,8.81,2013.98,126.98,37.52,13428.87
59065.06,47.39,64.25,7.46,7.46,7.46,7.46,7.46,2011.39,127.1,37.57,22997.77
26846.27,52.94,3.02,9.13,9.13,9.13,9.13,9.13,2017.1,126.95,37.51,11591.94
30984.59,21.86,63.74,4.07,4.07,4.07,4.07,4.07,2005.75,126.75,37.55,4775.83
42454.59,24.06,45.6,12.23,12.23,12.23,12.23,12.23,2007.99,127.01,37.5,11079
38928.44,69.14,60.9,8.36,8.36,8.36,8.36,8.36,2010.93,126.95,37.5,36741.33
20366.23,24.16,4.58,6.28,6.28,6.28,6.28,6.28,2016.22,126.95,37.57,8360.81
34123.78,36.24,85.67,10.18,10.18,10.18,10.18,10.18,2009.8,127,37.5,19581.03
43961.24,44.92,81.08,6.52,6.52,6.52,6.52,6.52,2016.89,127.02,37.51,27257.84
23983.93,36.95,102.3,17.7,17.7,17.7,17.7,17.7,2025.15,126.9,37.45,10755.63
50690.38,42.09,24.08,6.15,6.15,6.15,6.15,6.15,2021.65,126.85,37.59,21453.96
65149.53,1.01,15.54,4.48,4.48,4.48,4.48,4.48,2017.79,126.96,37.57,20246.94
90376.47,46.18,43.85,6.32,6.32,6.32,6.32,6.32,2012.64,126.82,37.58,24528.4
18578.28,17.11,12.23,7.22,7.22,7.22,7.22,7.22,2006.2,126.84,37.49,16333.04
24707.03,19.26,59.88,8.44,8.44,8.44,8.44,8.44,2010.25,126.92,37.6,33564.33
44436.65,44.9,13.85,9.54,9.54,9.54,9.54,9.54,2024.94,126.74,37.55,29658.55
12815.19,40.82,44.9,6.94,6.94,6.94,6.94,6.94,2012.97,127.04,37.47,14109.6
24482.83,24.23,45.53,6.17,6.17,6.17,6.17,6.17,2024.06,126.98,37.53,1699.54
33151.97,15.6,15.31,3.19,3.19,3.19,3.19,3.19,2015.85,126.98,37.56,17319.62
8350.68,46.44,55.74,5.04,5.04,5.04,5.04,5.04,2000.16,127.13,37.57,32497.62
10924.69,43.87,59.9,11.84,11.84,11.84,11.84,11.84,2013.39,127.07,37.49,24646.79
25468,37.37,10.53,9.87,9.87,9.87,9.87,9.87,2018.73,126.96,37.62,25084.3
54666.07,57.62,8.98,13.71,13.71,13.71,13.71,13.71,2019.8,126.97,37.62,18498.88
69675.22,33.62,14.4,3.82,3.82,3.82,3.82,3.82,2007.12,126.94,37.51,26507.08
46829.03,26.9,33.98,6.44,6.44,6.44,6.44,6.44,1988.68,127.02,37.53,12523.05
41472.32,27.23,83.61,11.17,11.17,11.17,11.17,11.17,2009.84,127.08,37.56,25373.76
38407.78,12.84,14.81,4.77,4.77,4.77,4.77,4.77,2013.13,127.09,37.62,9446.33
58270.96,48.36,48.6,5.82,5.82,5.82,5.82,5.82,2016.42,126.93,37.57,9963.03
19848.47,33.3,80.26,2.75,2.75,2.75,2.75,2.75,2019.5,127.05,37.53,29377.24
55185.65,49.72,14.88,15.19,15.19,15.19,15.19,15.19,2010.45,127.12,37.52,18209
29334.09,26.75,68.01,6.53,6.53,6.53,6.53,6.53,1998.25,126.85,37.54,24887.88
24208.96,32.2,53.12,12.21,12.21,12.21,12.21,12.21,2020.03,127.07,37.53,18171.84
5342.65,25.93,18.28,11.53,11.53,11.53,11.53,11.53,2004.67,127,37.44,25015.33
35933.86,52.85,3.9,2.91,2.91,2.91,2.91,2.91,2008.76,126.88,37.56,11983.91
33552.12,58.19,87.21,9.86,9.86,9.86,9.86,9.86,2006.21,126.83,37.54,23480.15
14575.61,67.61,1,10.84,10.84,10.84,10.84,10.84,2016.97,126.91,37.42,12664.08
17989.89,11.05,24.61,8.43,8.43,8.43,8.43,8.43,2012.05,126.91,37.57,23058.83
36815.37,52.4,52.19,7.85,7.85,7.85,7.85,7.85,1994.16,127.18,37.51,49532.94
74669.06,51.31,90.64,3.74,3.74,3.74,3.74,3.74,2006.26,126.89,37.54,39860.17
52187.02,23.18,101.73,9.08,9.08,9.08,9.08,9.08,2006.15,127.05,37.55,8169.82
8781.18,29.88,134.85,8.99,8.99,8.99,8.99,8.99,2014.17,126.84,37.53,9123.12
39580.59,18.17,5.21,6.09,6.09,6.09,6.09,6.09,2019.03,126.87,37.58,17780.87
45483.44,53.78,72.11,11.64,11.64,11.64,11.64,11.64,2014.21,127.08,37.49,21884.38
38347.13,22.23,127.86,4.27,4.27,4.27,4.27,4.27,2019.69,127.15,37.53,19587.26
11910.74,28.25,28.95,9.16,9.16,9.16,9.16,9.16,1998.46,126.97,37.55,21439.62
42518.21,32.24,43.3,2.65,2.65,2.65,2.65,2.65,2010.5,127.09,37.52,21028.75
8932.85,46.19,4.16,1.72,1.72,1.72,1.72,1.72,2021.6,126.94,37.51,7556.35
22033.37,15.1,66.69,12.27,12.27,12.27,12.27,12.27,2006.94,126.92,37.61,11128.31
31679.31,9.77,12.69,9.39,9.39,9.39,9.39,9.39,2004.38,127.05,37.46,2479.61
49848.55,49.36,37.15,6.12,6.12,6.12,6.12,6.12,2007.39,126.94,37.53,23563.34
31871.35,20.04,34.13,2.35,2.35,2.35,2.35,2.35,2014.39,127,37.51,26775.86
9837.69,24.76,109.37,13.04,13.04,13.04,13.04,13.04,2026.95,126.8,37.51,32705.29
39403.17,56.66,23.75,9.77,9.77,9.77,9.77,9.77,2015.5,126.8,37.52,13290.75
20406.9,27.6,64.89,12.94,12.94,12.94,12.94,12.94,2004.74,127.07,37.55,31007.68
50399.45,22.17,34.17,8.45,8.45,8.45,8.45,8.45,2012.12,126.93,37.54,24547.03
23077.88,41.11,28.38,10.69,10.69,10.69,10.69,10.69,2014.04,126.97,37.58,32778.38
42996.35,14.76,103.09,3.42,3.42,3.42,3.42,3.42,2009.28,127.08,37.52,16758.46
31495.8,59.62,93.14,11.73,11.73,11.73,11.73,11.73,2010.34,126.97,37.54,19658.78
41034.3,6.6,1.28,10.76,10.76,10.76,10.76,10.76,2024.5,126.83,37.59,28611.91
28521.14,17.63,159.22,7.09,7.09,7.09,7.09,7.09,2017.22,126.95,37.62,29020.88
67989.63,57.02,51.49,8.66,8.66,8.66,8.66,8.66,2018.77,126.89,37.54,30042.65
65059.8,83.64,16.45,4.99,4.99,4.99,4.99,4.99,2009.06,126.96,37.53,534.91
22804.14,34.89,47.7,15.17,15.17,15.17,15.17,15.17,2016.64,126.99,37.53,21088.54
19607.37,32.51,31.22,11.72,11.72,11.72,11.72,11.72,2014.61,127.14,37.56,25493.53
38520.83,9.42,108.4,3.94,3.94,3.94,3.94,3.94,2012.37,126.89,37.53,21063.78
83521.74,8.9,77.66,0.64,0.64,0.64,0.64,0.64,2022.14,127,37.63,4410.94
16112.82,17.59,15.96,9.11,9.11,9.11,9.11,9.11,2009.73,126.9,37.54,21091.13
47668.97,39.8,51.22,12.42,12.42,12.42,12.42,12.42,2017.54,126.92,37.6,13029.39
17420.49,50.61,91.84,13.89,13.89,13.89,13.89,13.89,2022.65,126.93,37.54,21406.36
62473.27,10.6,82.43,0.42,0.42,0.42,0.42,0.42,2016.15,127.04,37.53,14719.53
38003.38,16.74,32.59,15.45,15.45,15.45,15.45,15.45,2011.43,126.95,37.57,8748.23
8944.89,24.93,12.37,1.18,1.18,1.18,1.18,1.18,2030.56,127.06,37.49,23592.76
17716.57,19.35,55.24,12.52,12.52,12.52,12.52,12.52,2018.91,127.08,37.55,5944.73
26082.9,25.55,5.28,1.21,1.21,1.21,1.21,1.21,2001.6,126.97,37.57,25063.04
32993.1,60.33,37.01,8.74,8.74,8.74,8.74,8.74,2007.01,126.98,37.49,21212.86
18690.38,22.54,25.93,1.54,1.54,1.54,1.54,1.54,2007.51,126.86,37.57,2704.32
24835.76,22.4,44.25,3.36,3.36,3.36,3.36,3.36,2013.96,126.93,37.48,32746.04
28563.98,11.51,45.88,0.5,0.5,0.5,0.5,0.5,2008.29,126.99,37.57,2767.81
50848.84,13.12,5.4,8.26,8.26,8.26,8.26,8.26,2013.01,127.06,37.62,18249.71
49565.48,30.6,51.87,10.44,10.44,10.44,10.44,10.44,2018.48,126.96,37.58,17851.18
14453.62,15.21,63.75,0.11,0.11,0.11,0.11,0.11,2010.66,127.08,37.53,29123.11
15808.85,21.42,61,5.17,5.17,5.17,5.17,5.17,2010.03,127.02,37.54,8598.1
15167.98,18.28,72.02,9.44,9.44,9.44,9.44,9.44,2002.55,126.86,37.47,30010.81
57302.33,51.98,59.81,3.93,3.93,3.93,3.93,3.93,2009.01,126.96,37.59,29936.26
